nohup: ignoring input
Query 1: s=2958907, t=1852691... Flow=22790000, Time=5084 ms
Iteration 48: init_hl=0.053 ms, bfs=75.623 ms, push_relabel=0.104 ms, remove_invalid=21.548 ms
Iteration 49: init_hl=0.054 ms, bfs=75.946 ms, push_relabel=0.103 ms, remove_invalid=21.898 ms
Iteration 50: init_hl=0.055 ms, bfs=75.177 ms, push_relabel=0.224 ms, remove_invalid=21.729 ms
Iteration 51: init_hl=0.054 ms, bfs=75.867 ms, push_relabel=0.100 ms, remove_invalid=20.881 ms
Iteration 52: init_hl=0.055 ms, bfs=75.977 ms, push_relabel=0.267 ms, remove_invalid=21.409 ms
Iteration 53: init_hl=0.053 ms, bfs=75.310 ms, push_relabel=0.103 ms, remove_invalid=21.456 ms
Iteration 54: init_hl=0.054 ms, bfs=75.931 ms, push_relabel=0.656 ms, remove_invalid=21.130 ms
Iteration 55: init_hl=0.053 ms, bfs=75.565 ms, push_relabel=0.930 ms, remove_invalid=21.589 ms
Iteration 56: init_hl=0.054 ms, bfs=0.095 ms, push_relabel=0.046 ms, remove_invalid=21.128 ms
[Init] kernel_1(init residual/excess)=37.238 ms, kernel_7(preflow)=0.055 ms
Iteration 0: init_hl=0.072 ms, bfs=68.527 ms, push_relabel=0.079 ms, remove_invalid=20.838 ms
Iteration 1: init_hl=0.055 ms, bfs=67.572 ms, push_relabel=0.076 ms, remove_invalid=21.927 ms
Iteration 2: init_hl=0.054 ms, bfs=67.496 ms, push_relabel=0.087 ms, remove_invalid=21.411 ms
Iteration 3: init_hl=0.055 ms, bfs=68.110 ms, push_relabel=0.076 ms, remove_invalid=21.641 ms
Iteration 4: init_hl=0.054 ms, bfs=67.683 ms, push_relabel=0.078 ms, remove_invalid=21.545 ms
Iteration 5: init_hl=0.054 ms, bfs=67.804 ms, push_relabel=0.689 ms, remove_invalid=21.787 ms
Iteration 6: init_hl=0.055 ms, bfs=67.649 ms, push_relabel=0.685 ms, remove_invalid=20.857 ms
Iteration 7: init_hl=0.054 ms, bfs=68.037 ms, push_relabel=2.088 ms, remove_invalid=21.420 ms
Iteration 8: init_hl=0.054 ms, bfs=68.007 ms, push_relabel=2.118 ms, remove_invalid=21.504 ms
Iteration 9: init_hl=0.054 ms, bfs=67.760 ms, push_relabel=0.147 ms, remove_invalid=21.236 ms
Iteration 10: init_hl=0.053 ms, bfs=68.003 ms, push_relabel=1.324 ms, remove_invalid=21.789 ms
Iteration 11: init_hl=0.054 ms, bfs=67.299 ms, push_relabel=0.120 ms, remove_invalid=21.539 ms
Iteration 12: init_hl=0.054 ms, bfs=67.539 ms, push_relabel=3.597 ms, remove_invalid=21.906 ms
Iteration 13: init_hl=0.053 ms, bfs=66.710 ms, push_relabel=0.105 ms, remove_invalid=21.003 ms
Iteration 14: init_hl=0.054 ms, bfs=66.359 ms, push_relabel=1.990 ms, remove_invalid=20.866 ms
Iteration 15: init_hl=0.053 ms, bfs=66.517 ms, push_relabel=0.289 ms, remove_invalid=20.873 ms
Iteration 16: init_hl=0.053 ms, bfs=67.154 ms, push_relabel=1.285 ms, remove_invalid=21.059 ms
Iteration 17: init_hl=0.054 ms, bfs=66.938 ms, push_relabel=0.694 ms, remove_invalid=21.740 ms
Iteration 18: init_hl=0.053 ms, bfs=67.264 ms, push_relabel=2.892 ms, remove_invalid=21.392 ms
Iteration 19: init_hl=0.054 ms, bfs=66.987 ms, push_relabel=0.260 ms, remove_invalid=21.510 ms
Iteration 20: init_hl=0.055 ms, bfs=66.167 ms, push_relabel=2.021 ms, remove_invalid=21.729 ms
Iteration 21: init_hl=0.053 ms, bfs=66.824 ms, push_relabel=2.872 ms, remove_invalid=21.188 ms
Iteration 22: init_hl=0.054 ms, bfs=0.082 ms, push_relabel=0.047 ms, remove_invalid=21.244 ms
[Init] kernel_1(init residual/excess)=36.332 ms, kernel_7(preflow)=0.035 ms
Iteration 0: init_hl=0.071 ms, bfs=71.133 ms, push_relabel=0.078 ms, remove_invalid=21.550 ms
Iteration 1: init_hl=0.055 ms, bfs=70.422 ms, push_relabel=0.091 ms, remove_invalid=21.081 ms
Iteration 2: init_hl=0.055 ms, bfs=71.021 ms, push_relabel=0.078 ms, remove_invalid=21.191 ms
Iteration 3: init_hl=0.054 ms, bfs=71.912 ms, push_relabel=0.074 ms, remove_invalid=21.774 ms
Iteration 4: init_hl=0.054 ms, bfs=71.190 ms, push_relabel=0.075 ms, remove_invalid=21.181 ms
Iteration 5: init_hl=0.055 ms, bfs=71.124 ms, push_relabel=0.074 ms, remove_invalid=21.003 ms
Iteration 6: init_hl=0.055 ms, bfs=71.547 ms, push_relabel=0.073 ms, remove_invalid=21.318 ms
Iteration 7: init_hl=0.053 ms, bfs=82.251 ms, push_relabel=0.715 ms, remove_invalid=21.567 ms
Iteration 8: init_hl=0.055 ms, bfs=70.787 ms, push_relabel=0.085 ms, remove_invalid=21.684 ms
Iteration 9: init_hl=0.053 ms, bfs=70.670 ms, push_relabel=0.112 ms, remove_invalid=21.551 ms
Iteration 10: init_hl=0.055 ms, bfs=71.083 ms, push_relabel=0.222 ms, remove_invalid=21.576 ms
Iteration 11: init_hl=0.054 ms, bfs=70.373 ms, push_relabel=0.219 ms, remove_invalid=21.631 ms
Iteration 12: init_hl=0.054 ms, bfs=70.673 ms, push_relabel=0.221 ms, remove_invalid=21.672 ms
Iteration 13: init_hl=0.054 ms, bfs=70.413 ms, push_relabel=0.218 ms, remove_invalid=21.985 ms
Iteration 14: init_hl=0.054 ms, bfs=70.881 ms, push_relabel=0.214 ms, remove_invalid=21.504 ms
Iteration 15: init_hl=0.055 ms, bfs=70.129 ms, push_relabel=0.128 ms, remove_invalid=21.979 ms
Iteration 16: init_hl=0.053 ms, bfs=71.586 ms, push_relabel=0.222 ms, remove_invalid=22.038 ms
Iteration 17: init_hl=0.053 ms, bfs=71.610 ms, push_relabel=0.219 ms, remove_invalid=21.723 ms
Iteration 18: init_hl=0.054 ms, bfs=70.715 ms, push_relabel=0.220 ms, remove_invalid=21.685 ms
Iteration 19: init_hl=0.054 ms, bfs=70.564 ms, push_relabel=0.219 ms, remove_invalid=21.335 ms
Iteration 20: init_hl=0.055 ms, bfs=71.649 ms, push_relabel=0.215 ms, remove_invalid=21.281 ms
Iteration 21: init_hl=0.054 ms, bfs=70.569 ms, push_relabel=0.126 ms, remove_invalid=21.190 ms
Iteration 22: init_hl=0.054 ms, bfs=70.713 ms, push_relabel=0.229 ms, remove_invalid=21.673 ms
Iteration 23: init_hl=0.054 ms, bfs=71.404 ms, push_relabel=0.129 ms, remove_invalid=21.778 ms
Iteration 24: init_hl=0.054 ms, bfs=70.706 ms, push_relabel=0.073 ms, remove_invalid=21.679 ms
Iteration 25: init_hl=0.054 ms, bfs=71.110 ms, push_relabel=0.075 ms, remove_invalid=20.847 ms
Iteration 26: init_hl=0.054 ms, bfs=70.414 ms, push_relabel=0.113 ms, remove_invalid=20.856 ms
